Course Prefix,Course Number,Statewide Course Title,H.S. Credit,H.S. Grad Code,GE Core Subject Area
EMS,X668L,Hospital/Field Combination Clinical (Modules 6/8) 3 of 3,0.5,CT,
EMS,X686,Paramedic Special Emergencies,0.5,CT,
EMS,X810C,EMT or Paramedic Equivalency Assessment,0.5,CT,
EMS,X921,Colloquiums/Symposiums/Workshops,0.5,CT,
EMS,X921L,Colloquiums/Symposiums/Workshops,0.5,CT,
ENT,1000,Introduction to Entrepreneurship,0.5,CT,
ETC,0003,Public Works Cadet 1 OCP A (150 hours),1,CT,
ETC,0004,Public Works Cadet 2 OCP B (150 hours),1,CT,
ETC,0005,Public Works Cadet 3 OCP C (150 hours),1,CT,
ETD,X320,Basic Introduction to CAD,0.5,CT,
ETD,X320C,Basic Introduction to CAD,0.5,CT,
ETD,X340,Intermediate CAD,0.5,CT,
ETD,X340C,Intermediate CAD,0.5,CT,
ETD,X350,Advanced Computer Aided Drafting,0.5,CT,
ETD,X350C,Advanced Computer Aided Drafting,0.5,CT,
ETD,X357C,Parametric Modeling Level I Inventor,0.5,CT,
ETD,X364,Solidworks I,0.5,CT,
ETD,X364C,Solidworks I,0.5,CT,
ETD,X368,Solidworks II,0.5,CT,
ETD,X368C,Solidworks II,0.5,CT,
ETD,X369C,Solidworks Advanced Applications,0.5,CT,
ETD,X372,Rapid Prototyping II,0.5,CT,
ETD,X372C,Rapid Prototyping II,0.5,CT,
ETD,X390,Introduction to Architectural Revit (L),0.5,CT,
ETD,X390C,Introduction to Architectural Revit (L),0.5,CT,
ETD,X391,Computer Aided Design IV (L),0.5,CT,
ETD,X614C,Basic Electrical Drafting (3 to 4 hours),0.5,CT,
ETG,X502,Statics,0.5,CT,
ETI,0400,Entry Level Production Worker,1,CT,
ETI,0431,Production Quality and Assurance (150 hours),1,CT,
ETI,0432,Manufacturing and Production Processes (150 hours),1,CT,
ETI,0450,Industrial Machinery Maintenance Assistant OCP A (450 hours),3,CT,
ETI,0453,Manufacturing and Production Maintenance,1,CT,
ETI,0456,Machinery Maintenance Mechanic OCP B (300 hours),2,CT,
ETI,0457,Machinery Maintenance Technician (150 hours),1,CT,
ETI,0458,Industrial Maintenance Specialist OCP B (450 hours),3,CT,
ETI,0459,Millwright OCP B (450 hours),3,CT,
ETI,0481,Production Worker OCP A (150 hours),1,CT,
ETI,0482,Assembler OCP B (150 hours),1,CT,
ETI,0484,Process Assistant OCP B (150 hours),1,CT,
ETI,0485,Reliability and Failure Analysis,1,CT,
ETI,0600,Drafting Assistant Machining OCP A (300 hours),2,CT,
ETI,0601,Cost Control Assistant OCP B (300 hours),2,CT,
ETI,0602,Industrial Technical Assistant (1 of 2) OCP C (250 hours),1.5,CT,
ETI,0603,Industrial Technical Assistant (2 of 2) OCP C (250 hours),1.5,CT,
ETI,0604,Industrial Engineering Technician (1 of 2) OCP D (250 hours),1.5,CT,
ETI,0605,Industrial Engineering Technician (2 of 2) OCP D (250 hours),1.5,CT,
ETI,0481C,Production Worker OCP A (150 hours),1,CT,
ETI,0482C,Assembler OCP B (150 hours),1,CT,
ETI,0484C,Process Assistant OCP B (150 hours),1,CT,
ETI,0485C,Reliability and Failure Analysis,1,CT,
ETI,X040,Introduction to Bioscience Manufacturing (L),0.5,CT,
ETI,X110,Principles of Quality Assurance (L),0.5,CT,
ETI,X110C,Principles of Quality Assurance (L),0.5,CT,
ETI,X117,Intro to Total Quality (L),0.5,CT,
ETI,X121C,Non-Destructive Testing,0.5,CT,
ETI,X160C,Principles of Biotechnology Metrology,0.5,CT,
ETI,X172,Introduction to Quality Assurance (L),0.5,CT,
ETI,X404,Advanced Manufacturing Technology (L),0.5,CT,
ETI,X411,Advanced Manufacturing Processes,0.5,CT,
ETI,X411C,Advanced Manufacturing Processes,0.5,CT,
ETI,X414,Computer Numerical Control/Manufacturing,0.5,CT,
ETI,X414C,Computer Numerical Control/Manufacturing,0.5,CT,
ETI,X416C,Mechanical Devices and Systems,0.5,CT,
ETI,X419C,Advanced Concepts of CNC Machines and CNC Machining Practices,0.5,CT,
ETI,X420,Engineering Materials and Processes,0.5,CT,
ETI,X420C,Engineering Materials and Processes,0.5,CT,
ETI,X460C,Composites Fundamentals (L),0.5,CT,
ETI,X464C,Advanced Composites (L),0.5,CT,
ETI,X610,Six Sigma for the Expert,0.5,CT,
ETI,X619,Six Sigma Project Management,0.5,CT,
ETI,X622,Introduction to Lean Manufacturing,0.5,CT,
ETI,X622C,Introduction to Lean Manufacturing,0.5,CT,
ETI,X623,Tools of Lean Manufacturing,0.5,CT,
ETI,X624,Six Sigma Black Belt Concepts (L),0.5,CT,
ETI,X626,Six Sigma Capstone Project,0.5,CT,
ETI,X628,Developing and Coaching Self-Directed Work Teams,0.5,CT,
ETI,X644,Production & Inventory Control,0.5,CT,
ETI,X670,Technical Economic Analysis,0.5,CT,
ETI,X701,Industrial Safety,0.5,CT,
ETI,X701C,Industrial Safety,0.5,CT,
ETI,X710,Observed Safety Engineering,0.5,CT,
ETI,X830,Space Industry Materials and Processes,0.5,CT,
ETI,X830C,Space Industry Materials and Processes,0.5,CT,
ETI,X832C,Space Industry Materials and Processes,0.5,CT,
ETI,X843,Motors and Controls,0.5,CT,
ETI,X843C,Motors and Controls,0.5,CT,
ETI,X850C,"Space Systems- Hydraulic, Pneumatic, ECLSS",0.5,CT,
ETI,X851C,Applied Aerospace Mechanics,0.5,CT,
ETI,X852C,Aerospace Test and Measurements,0.5,CT,
ETI,X853C,Aerospace Safety and Quality,0.5,CT,
ETI,X855C,Aerospace Structural Fabrication I,0.5,CT,
ETI,X856C,Aerospace Structural Fabrication II,0.5,CT,
ETI,X950,Engineering Technology Capstone,0.5,CT,
ETI,X950C,Engineering Technology Capstone,0.5,CT,
ETM,X010,Mechanical Measurement and Instrumentation,0.5,CT,
ETM,X010C,Mechanical Measurement and Instrumentation,0.5,CT,
ETM,X315,Hydraulics & Pneumatics (L),0.5,CT,
ETM,X315C,Hydraulics & Pneumatics (L),0.5,CT,
ETM,X318C,Aerospace Fluid Systems,0.5,CT,
ETM,1005,Basic Mechanical Operations,0.5,CT,
ETP,0090,Energy Technician I (300 hours),2,CT,
ETP,0091,Energy Technician II (300 hours),2,CT,
ETS,X406,Biomedical Equipment (L),0.5,CT,
ETS,X406C,Biomedical Equipment (L),0.5,CT,
ETS,X407,Survey of Medical Technology,0.5,CT,
ETS,X412,Biomedical Technology & Techniques,0.5,CT,
ETS,X412C,Biomedical Technology & Techniques,0.5,CT,
ETS,X424,Biomedical Electronics (L),0.5,CT,
ETS,X424C,Biomedical Electronics (L),0.5,CT,
ETS,X440C,Biomedical Electronics Systems IV (L),0.5,CT,
ETS,X511,Electro-Mechanical Systems (L),0.5,CT,
ETS,X511C,Electro-Mechanical Systems (L),0.5,CT,
ETS,X531,Human Machine Interface and Systems Graphics (L),0.5,CT,
ETS,X531C,Human Machine Interface and Systems Graphics (L),0.5,CT,
ETS,X540,Industrial Applications Using PLCS and Robotics (L),0.5,CT,
ETS,X540C,Industrial Applications Using PLCS and Robotics (L),0.5,CT,
ETS,X542,Programmable Logic Controllers 1 (L),0.5,CT,
ETS,X542C,Programmable Logic Controllers 1 (L),0.5,CT,
ETS,X603,Fundamentals of Robotics and Simulation (L),0.5,CT,
ETS,X603C,Fundamentals of Robotics and Simulation (L),0.5,CT,
ETS,X933C,Special Topics in Engineering Technology,0.5,CT,
ETS,X940,BMET- Basic Field Experience,0.5,CT,
ETS,X946,Biomedical Internship II,0.5,CT,
EVS,0133,"Water Treatment Plant Operator, Level “C” OCP A (150 hours)",1,CT,
EVS,0143,"Water Treatment Plant Operator, Level",0.5,CT,
EVS,0153,"Water Treatment Plant Operator, Level “A” OCP C (120 hours)",0.5,CT,
EVS,0333,"Wastewater Treatment Plant Operator, Level “C” OCP A (155 hours)",1,CT,
EVS,0333,"Wastewater Treatment Plant Operator, Level “C” OCP A (155 hours)",1,CT,
EVS,0343,"Wastewater Treatment Plant Operator, Level “B” OCP B (130 hours)",0.5,CT,
EVS,0350,"Wastewater Treatment Plant Operator, Level “A” OCP C (120 hours)",0.5,CT,
EVS,0133C,"Water Treatment Plant Operator, Level “C” OCP A (150 hours)",1,CT,
EVS,X005,Combo of Water and Wastewater,0.5,CT,
EVS,X005C,Combo of Water and Wastewater,0.5,CT,
EVS,X026,Chemistry and Biology of Natural Water,0.5,CT,
EVS,X026C,Chemistry and Biology of Natural Water,0.5,CT,
FFP,0010,Fire Fighter I OCP A (206 hours),1,CT,
FFP,0020,Fire Fighter II OCP B (192 hours),1,CT,
FFP,0010C,Fire Fighter I OCP A (206 hours),1,CT,
FFP,0020C,Fire Fighter II OCP B (192 hours),1,CT,
FFP,X000,Introduction to Fire Science,0.5,CT,
FFP,X111,Fire Chemistry,0.5,CT,
FFP,X120,Building Construction,0.5,CT,
FFP,X301,Hydraulics,0.5,CT,
FFP,X302,Pump Operations,0.5,CT,
FFP,X401,Hazardous Materials I,0.5,CT,
FFP,X402,Hazardous Materials II,0.5,CT,
FFP,X505,Fire Prevention Practices,0.5,CT,
FFP,X510,Codes and Standards,0.5,CT,
FFP,X521,Blueprint Reading and Plans Examination,0.5,CT,
FFP,X540,Fire Protection Systems and Devices,0.5,CT,
FFP,X541,Fire Protection Systems II,0.5,CT,
FFP,X604,Fire Investigation,0.5,CT,
FFP,X606,Post Blast Investigations,0.5,CT,
FFP,X610,Fire Investigator (Arson Causes and Origin),0.5,CT,
FFP,X610C,Fire Investigator (Arson Causes and Origin),0.5,CT,
FFP,X612,Fire Behavior and Combustion,0.5,CT,
FFP,X630,Latent Investigation,0.5,CT,
FFP,X670,Legal and Ethical Issues for the Fire Service,0.5,CT,
FFP,X702,Principles of Emergency Services,0.5,CT,
FFP,X706,Public Information Officer,0.5,CT,
FFP,X720,Company Officer,0.5,CT,
FFP,X740,Fire Service Instructor,0.5,CT,
FFP,X741,Fire Service Instructor Course Design,0.5,CT,
FFP,X770,Ethical and Legal Issues (3.0 credits),0.5,CT,
FFP,X780,Fire Service Management Administration I,0.5,CT,
FFP,X793,Fire and Lifesafety Educator I (3.0 credits),0.5,CT,
FFP,X801,Fundamentals of Emergency Management,0.5,CT,
FFP,X810,Fire Fighting Tactics and Strategy I,0.5,CT,
FFP,X811,Fire Fighting Tactics and Strategy II,0.5,CT,
FIL,0085,Video Production Manager (300 hours),2,CT,
FIL,0086,Grip and Lighting Technician (150 hours),1,CT,
FIL,0087,Motion Picture Projectionists/Digital Cinematographer (300 hours),2,CT,
FIL,0088,Digital Video Editor (150 hours),1,CT,
FIL,0089,Visual Effects Artists (150 hours),1,CT,
FSS,0090,Pastry Cook/Baker OCP A (300 hours),2,CT,
FSS,0091,Pastry Chef/Head Baker Restaurant OCP B (300 hours),2,CT,
FSS,0095,Dietary Manager (300 hours),2,CT,
FSS,0229,Food Preparation II,0.5,CT,
GIS,X090,GIS Technician Assistant,2,CT,
GIS,X091,GIS Technician,2,CT,
GRA,0015,Duplicator Operator OCP D (450 hours),3,CT,
GRA,0016,General Bindery Worker OCP E (150 hours),1,CT,
GRA,0017,Digital Prepress Operations (450 hours),,CT,
GRA,0020,Digital Publishing Assistant (1 of 2) OCP A (247 hours),1.5,CT,
GRA,0021,Digital Publishing Assistant (2 of 2) OCP A (248 hours),1.5,CT,
GRA,0022,Desktop Publishing Specialist (1 of 2) OCP B (247 hours),1.5,CT,
GRA,0023,Desktop Publishing Specialist (2 of 2) OCP B (248 hours),1.5,CT,
GRA,0024,Production Assistant,1,CT,
GRA,0025,Digital Assistant Designer,2,CT,
GRA,0026,Graphic Designer,2,CT,
GRA,0027,Media Designer,2,CT,
GRA,0036,Desktop Publishing Assistant/Graphic Designer,3,CT,
GRA,0037,Design Technician/Digital Designer,3,CT,
GRA,0038,Illustrator/Print Media Artist,2,CT,
GRA,0039,Print Media Artist/Web Designer,2,CT,
GRA,0041,Printing History and Formats,3,CT,
GRA,0042,Digital Production Printing (150 hours),1,CT,
GRA,X012,Copy Center Technician OCP A,3,CT,
GRA,X014,Layout Designer/Planner,3,CT,
GRA,X157,Digital Illustration II,0.5,CT,
GRA,X157C,Digital Illustration II,0.5,CT,
GRA,2201,Digital Typography,0.5,CT,
HAS,X100,Health Care Systems,0.5,CT,
HCP,0001,Health Care Core,0.5,CT,
HCP,0020,Patient Care Assistant (75 hours),0.5,CT,
HCP,0120,Nursing Assistant,0.5,CT,
HCP,0121,Nurse Aide and Orderly (Articulated) OCP B (75 hours),0.5,CT,
HCP,0122,Nursing Assistant- Classroom & Lab,0.5,CT,
HCP,0330,Home Health Aide OCP B (75 hours),0.5,CT,
HCP,0332,Advanced Home Health Aide (50 hours),0.5,CT,
HCP,0620,Patient Care Assistant,0.5,CT,
HCP,0811,Psychiatric Technician (1 of 2) OCP B (315 hours),2,CT,
HCP,0812,Psychiatric Technician (2 of 2) OCP B (315 hours),2,CT,
HCP,0940,Internships/Practicums/Clinical Practice,0.5,CT,
HCP,0120C,Nursing Assistant,0.5,CT,
HCP,0121C,Nurse Aide and Orderly (Articulated) OCP B (75 hours),0.5,CT,
HCP,016C,Allied Health Assistant,1,CT,
HCP,020C,Patient Care Assistant OCP D (75 hours),0.5,CT,
HCP,0430C,Combined Nursing Assistant & Home Health Aide,0.5,CT,
HCP,0620C,Patient Care Assistant,0.5,CT,
HCP,0750C,Phlebotomy Technician- Theory and Clinical,0.5,CT,
HCP,0781C,Advanced Allied Health Assistant,0.5,CT,
HEV,0010,Retail Sales OCP A (150 hours),1,CT,
HEV,0011,"Tailor, Dressmaker, Custom Sewer OCP B (150 hours)",1,CT,
HEV,0012,Fabric & Apparel Patternmakers OCP C (150 hours),1,CT,
HEV,0013,Fashion Coordinator/Stylist OCP D (150 hours),1,CT,
HEV,0412,Sales/Color Consultant OCP A (200 hours),1,CT,
HEV,0413,Interior Decorator/Interior Decorating Consultant OCP D (200 hours),1,CT,
HEV,0452,Furniture Arranger/Space Planner OCP B (350 hours),2,CT,
HEV,0453,Merchandise Stylist/Visual Displayer OCP C (300 hours),2,CT,
HEV,0612,Diet Clerk OCP A (150 hours),1,CT,
HEV,0870,Child Care Worker (1 of 2),1,CT,
HEV,0871,Child Care Worker (2 of 2),1,CT,
HEV,0872,Teacher Aide (Preschool),1,CT,
HEV,0873,Teacher (Preschool),1,CT,
HIM,0009,Introduction to Health Information Technology (90 hours),0.5,CT,
HIM,0071,Medical Coder/Biller (1 of 3) OCP B (300 hours),2,CT,
HIM,0072,Medical Coder/Biller (2 of 3) OCP B (300 hours),2,CT,
HIM,0073,Medical Coder/Biller (3 of 3) OCP B (310 hours),2,CT,
HIM,0074,Medical Transcriber (1 of 3) OCP B (370 hours),2,CT,
HIM,0075,Medical Transcriber (2 of 3) OCP B (370 hours),2,CT,
HIM,0076,Health Unit Clerk OCP B (410 hours),2.5,CT,
HIM,0081,Medical Transcriber (3 of 3) OCP B (370 hours),2,CT,
HIM,0090,Monitor Technician (130 hours),0.5,CT,
HIM,0091,Medical Coder/Biller 1 (350 hours),2,CT,
HIM,0092,Medical Coder/Biller 2 (350 hours),2,CT,
HIM,0093,Medical Coder/Biller 3 (320 hours),2,CT,
HIM,0009C,Introduction to Health Information Technology (90 hours),0.5,CT,
HIM,X000,Introduction to Health Information Management,0.5,CT,
HIM,X000C,Introduction to Health Information Management,0.5,CT,
HIM,X012,Legal Aspects of Health Information Management,0.5,CT,
HIM,X012C,Legal Aspects of Health Information Management,0.5,CT,
HIM,X102,Introduction to Healthcare Informatics,0.5,CT,
HIM,X110,Health Data Concepts,0.5,CT,
HIM,X112,Electronic Medical Record and Technology,0.5,CT,
HIM,X114,Integrated Electronic Medical Records (G),0.5,CT,
HIM,X210,Health Information Systems,0.5,CT,
HIM,X210C,Health Information Systems,0.5,CT,
HIM,X211,Health Information Management Info Sys.,0.5,CT,
HIM,X211C,Health Information Management Info Sys.,0.5,CT,
HIM,X212,Health Information Mgt. in Alternative,0.5,CT,
HIM,X214,Health Statistics,0.5,CT,
HIM,X214C,Health Statistics,0.5,CT,
HIM,X222,Basic ICD-9-CM Coding,0.5,CT,
HIM,X222C,Basic ICD-9-CM Coding,0.5,CT,
HIM,X223,Coding: ICD-9-CM,0.5,CT,
HIM,X229C,Clinical Classification I,0.5,CT,
HIM,X234,Advanced ICD-9-CM Coding,0.5,CT,
HIM,X234C,Advanced ICD-9-CM Coding,0.5,CT,
HIM,X254,Intermediate CPT Coding,0.5,CT,
HIM,X254C,Intermediate CPT Coding,0.5,CT,
HIM,X260C,Introduction to Hospital Billing,0.5,CT,
HIM,X272,Medical Billing and Insurance II,0.5,CT,
HIM,X272C,Medical Billing and Insurance II,0.5,CT,
HIM,X273C,Billing Software,0.5,CT,
HIM,X275C,Medical Billing and Insurance I,0.5,CT,
HIM,X279,Reimbursement Methodologies,0.5,CT,
HIM,X282,Medical Record Coding (Combined),0.5,CT,
HIM,X282C,Medical Record Coding (Combined),0.5,CT,
HIM,X283,Combined CPT and ICD-9-CM Coding,0.5,CT,
HIM,X283C,Combined CPT and ICD-9-CM Coding,0.5,CT,
HIM,X284C,Intermediate Coding and Classification Systems,0.5,CT,
HIM,X285C,Advanced Coding and Classification,0.5,CT,
HIM,X292,Advanced Coding Applications,0.5,CT,
HIM,X400,Health Care Records (Multi-inst.),0.5,CT,
HIM,X410,International Classification of Diseases Coding I,0.5,CT,
HIM,X412,International Classification of Diseases Coding II,0.5,CT,
HIM,X430,Basic Concepts of Disease I,0.5,CT,
HIM,X433,Pathophysiology,0.5,CT,
HIM,X435,Concepts of Disease II,0.5,CT,
HIM,X440,Pharmacology for HLTH. INFO. MGT. Person.,0.5,CT,
HIM,X443,Human Disease for Health Documentation,0.5,CT,
HIM,X453,Medical Records Anatomy and Physiology,0.5,CT,
HIM,X472,Medical Terminology,0.5,CT,
HIM,X500,Management and Supervision in Health Info Mgmt,0.5,CT,
HIM,X510,Quality Improvement Other Topics,0.5,CT,
HIM,X510C,Quality Improvement Other Topics,0.5,CT,
HIM,X512,Supervision and Organization,0.5,CT,
HIM,X523,Healthcare Data Security and Privacy,0.5,CT,
HIM,X620,Health Information Management II,0.5,CT,
HIM,X652,Computers for Health Information Technology,0.5,CT,
HIM,X652C,Computers for Health Information Technology,0.5,CT,
HIM,X653C,Advanced Coding and Classification,0.5,CT,
HIM,X721,ICD-10 & CPT/HCPCS,0.5,CT,
HIM,X721C,ICD-10 & CPT/HCPCS,0.5,CT,
HIM,X722,ICD-10-CM Coding,0.5,CT,
HIM,X722C,ICD-10-CM Coding,0.5,CT,
HIM,X723,ICD-10-PCS Coding,0.5,CT,
HIM,X723C,ICD-10-PCS Coding,0.5,CT,
HIM,X724,Basic ICD-10 Coding,0.5,CT,
HIM,X729,Intermediate Coding,0.5,CT,
HIM,X729C,Intermediate Coding,0.5,CT,
HIM,X810,Directed Practice,0.5,CT,
HIM,X810L,Directed Practice,0.5,CT,
HIM,X813,Medical Transcription Externship,0.5,CT,
HIM,X815,PPE: Healthcare Informatics,0.5,CT,
HIM,X815C,PPE: Healthcare Informatics,0.5,CT,
HIM,X820,Directed Practice III,0.5,CT,
HIM,X820C,Directed Practice III,0.5,CT,
HIM,X941,Internships/Practicums/Clinical Practice,0.5,CT,
HIM,X943,Internships/Practicums/Clinical Practice,0.5,CT,
HLP,X081,Personal Wellness Appraisal & Improvement,0.5,CT,
HMV,0038,Travel Consultant OCP C (150 hours),1,CT,
HMV,0100,Food Preparation (300 hours),2,CT,
HMV,0101,Introduction to Food Preparation OCP A (300 hours),2,CT,
HMV,0102,Cooking Methods and Techniques OCP B (300 hours),2,CT,
HMV,0126,Food Service Management (300 hours),2,CT,
HMV,0170,"Cook, Restaurant (300 hours)",2,CT,
HMV,0171,Chef/Head Cook (300 hours),2,CT,
HMV,0201,Front Desk Agent OCP B (300 hours),2,CT,
HMV,0202,Lodging Managers OCP C (150 hours),1,CT,
HMV,0740,Guest Services Agent OCP A (150 hours),1,CT,
HMV,0741,Reservation and Transportation Agent OCP B (300 hours),2,CT,
HSA,X253,Medical Office Administration Procedure II,0.5,CT,
HSC,0003,Basic Healthcare Worker OCP A (90 hours),1,CT,
HSC,0016,Allied Health Assistant OCP E (150 hours),1,CT,
HSC,0003C,Basic Healthcare Worker OCP A (90 hours),1,CT,
HSC,0016C,Allied Health Assistant OCP E (150 hours),1,CT,
HSC,X000,Introduction to Health Professions,0.5,CT,
HSC,X000C,Introduction to Health Professions,0.5,CT,
HSC,X230C,Patient Care Education,0.5,CT,
HSC,X434,Central Processing Technology,1,CT,
HSC,X434C,Central Processing Technology,2,CT,
HSC,X434L,Central Processing Technology,0.5,CT,
HSC,X520,Medicine Disease in Allied Health,0.5,CT,
HSC,X530,Basic Medical Terminology,0.5,CT,
HSC,X531,Terminology,0.5,CT,
HSC,X532,Adv Terminology (Human Anatomy-Phsy),0.5,CT,
HSC,X550,Pathophysiology Mechanisms,0.5,CT,
HSC,X554,Basic Principles of Disease,0.5,CT,
HSC,X641,Legal and Ethical Aspects of Health Care,0.5,CT,
HUS,0090,Human Services Core (90 hours),0.5,CT,
ISM,X321,Security Essentials,0.5,CT,
MAN,X500,Operations Management,0.5,CT,
MAN,X520,Total Quality Management,0.5,CT,
MAN,X535,Business Process Analysis,0.5,CT,
MAN,X583,Project Management,0.5,CT,
MAN,X584,Productivity Management,0.5,CT,
MAN,X741,Models of Business & Society,0.5,CT,
MAN,X900,Directed Reading/Directed Independent Study,0.5,CT,
MEA,0002,Introduction to Medical Assisting (250 hours),1.5,CT,
MEA,0005,Introduction to Medical Assisting,0.5,CT,
MEA,0230,Medical Terminology,0.5,CT,
MEA,0234,Disease Processes,0.5,CT,
MEA,0242,Pharmacology for the Medical Assistant,0.5,CT,
MEA,0310,Intro to Medical Office Procedures I,0.5,CT,
MEA,0334,Medical Insurance,0.5,CT,
MEA,0500,Medical Office Receptionist OCP B (100 hours),0.5,CT,
MEA,0501,Medical Office Procedures (75 hours),0.5,CT,
MEA,0506,Administrative Office Procedures (90 hours),0.5,CT,
MEA,0520,Phlebotomist OCP B (75 hours),0.5,CT,
MEA,0521,"Phlebotomist, MA OCP C (75 hours)",0.5,CT,
MEA,0530,Pharmacology for Medical Assisting (90 hours),0.5,CT,
MEA,0540,EKG Aide OCP B (75 hours),0.5,CT,
MEA,0541,EKG Technician OCP C (300 hours),2,CT,
MEA,0543,"EKG Aide, MA OCP D (75 hours)",0.5,CT,
MEA,0550,Medical Assistant (1 of 3) OCP E (320 hours),2,CT,
MEA,0551,Medical Assistant (2 of 3) OCP E (320 hours),2,CT,
MEA,0552,Medical Assistant (3 of 3) OCP E (320 hours),2,CT,
MEA,0560,Medical Lab Assistant OCP C (300 hours),2,CT,
MEA,0573,Laboratory Procedures,0.5,CT,
MEA,0580,Advanced Allied Health Assistant OCP F (100 hours),0.5,CT,
MEA,0581,Clinical Assisting (230 hours),1.5,CT,
MEA,0800,Externship in Medical Assisting,1,CT,
MEA,0801,Medical Office Practicum,1.5,CT,
MEA,0808,Medical Assistant Practicum Experience,1,CT,
MEA,0942,Practicum Experience (200 hours),1,CT,
MEA,0002C,Introduction to Medical Assisting (250 hours),1.5,CT,
MEA,0200C,Clinical Practices I,0.5,CT,
MEA,0201C,Clinical Practices II,0.5,CT,
MEA,0203C,Medical Terminology,0.5,CT,
MEA,0204C,Clinical Procedures,1,CT,
MEA,0231C,Anatomy & Physiology,1,CT,
MEA,0242C,Pharmacology for the Medical Assistant,0.5,CT,
MEA,0255C,Medical Office Procedures I,0.5,CT,
MEA,0256C,Medical Office Procedures II,0.5,CT,
MEA,0310C,Intro to Medical Office Procedures I,0.5,CT,
MEA,0501C,Medical Office Procedures (75 hours),0.5,CT,
MEA,0506C,Administrative Office Procedures (90 hours),0.5,CT,
MEA,0520C,Phlebotomist OCP B (75 hours),0.5,CT,
MEA,0521C,"Phlebotomist, MA OCP C (75 hours)",0.5,CT,
MEA,0522L,Phlebotomy Clinic,0.5,CT,
MEA,0540C,EKG Aide OCP B (75 hours),0.5,CT,
MEA,0541C,EKG Technician OCP C (300 hours),2,CT,
MEA,0543C,"EKG Aide, MA OCP D (75 hours)",0.5,CT,
MEA,0573C,Laboratory Procedures,0.5,CT,
MEA,0573L,Laboratory Procedures,0.5,CT,
MEA,0581C,Clinical Assisting (230 hours),1.5,CT,
MEA,0581L,Clinical Assisting (230 hours),1.5,CT,
MEA,0800L,Externship in Medical Assisting,1,CT,
MEA,0942L,Practicum Experience (200 hours),1,CT,
MEA,530C,Pharmacology for Medical Assisting (90 hours),0.5,CT,
MEA,X205C,Clinical Competencies (AS),1,CT,
MEA,X250,Diseases of the Human Body (AS),0.5,CT,
MEA,X260C,Clinical Laboratory Procedures,0.5,CT,
MEA,X336C,Administrative Competencies/Coding,1,CT,
MKA,0010,Marketing Managers OCP B (150 hours),1,CT,
MKA,0090,Business Development Manager OCP A (300 hours),2,CT,
MKA,0091,(Entrepreneur) General Managers OCP B (150 hours),1,CT,
MKA,0432,"Salesperson, Retail OCP A (300 hours)",2,CT,
MKA,0631,Billing Clerk OCP B (225 hours),1.5,CT,
MKA,0632,Stock Clerk OCP C (150 hours),1,CT,
MKA,0633,"Sales Representatives, Wholesale & Manufacturing OCP D (225 hours)",1.5,CT,
MLT,0009,Introduction to Medical Laboratory Technology 90 hours,0.5,CT,
MLT,0048,Phlebotomy Clinical Rotation (PSAV),0.5,CT,
MLT,0220,Urinalysis and Body Fluids,0.5,CT,
MLT,0335,Hematology and Hemostasis (280 hours),1.5,CT,
MLT,0368,Dialysis Technician (1 of 2) OCP B (255 hours),1.5,CT,
MLT,0369,Dialysis Technician (2 of 2) OCP B (255 hours),1.5,CT,
MLT,0450,Microbiology and Parasitology 275 hours,1.5,CT,
MLT,0520,Immunohematology 255 hours,1.5,CT,
MLT,0640,Clinical Chemistry 255 hours,1.5,CT,
MLT,0043C,Basic Concepts pf Phlebotomy (PSAV) (82),0.5,CT,
MLT,0048L,Phlebotomy Clinical Rotation (PSAV),0.5,CT,
MLT,X040C,Phlebotomy Techniques (L) (1-2 hours),0.5,CT,
MLT,X180C,Infectious Diseases and Control Practices,0.5,CT,
MLT,X191,Histotechniques I,0.5,CT,
MLT,X192,Histotechniques II,0.5,CT,
MLT,X195C,Tissues Identification,0.5,CT,
MLT,X197C,Tissue Identification 2 (L),0.5,CT,
MLT,X198,Histochemistry (L),0.5,CT,
MLT,X300,Hematology Principles,0.5,CT,
MLT,X300C,Hematology Principles,0.5,CT,
MLT,X401,Microbiology/Parasitology/Mycology,0.5,CT,
MLT,X401C,Microbiology/Parasitology/Mycology,0.5,CT,
MLT,X500,Immunology/Serology,0.5,CT,
MLT,X500C,Immunology/Serology,0.5,CT,
MLT,X525,Immunohematology,0.5,CT,
MLT,X525C,Immunohematology,0.5,CT,
MLT,X610,Clinical Chemistry Lecture I,0.5,CT,
MLT,X610C,Clinical Chemistry Lecture I,0.5,CT,
MLT,X760,Clinical Instrumentation,0.5,CT,
MLT,X806L,Hospital Practicum,0.5,CT,
MLT,X807L,Blood Bank Practicum,0.5,CT,
MLT,X811L,Microbiology Practicum,0.5,CT,
MLT,X840L,Practicum- Skill I,0.5,CT,
MLT,X841L,Practicum- Skill II,0.5,CT,
MNA,0000,Manager Trainee (1 of 2) OCP B (300 hours),2,CT,
MNA,0001,Manager Trainee (2 of 2) OCP B (300 hours),2,CT,
MNA,0080,Supervisor/Manager Trainee OCP B (300 hours),2,CT,
MNA,0082,Supervisor OCP C (450 hours),3,CT,
MNA,0086,Customer Care Specialist OCP C (150 hours),1,CT,
MNA,0088,Customer Service Specialist OCP A (225 hours),1.5,CT,
MNT,X534C,Nuclear Instrumentation (L),0.5,CT,
MSS,0204,Massage Therapy 1,2.5,CT,
